237,1209,4.253169720416859,1109970597
204,1617,4.263764622074692,1226321441
5,1580,4.49144492222107,949919978
474,89745,4.76056301949574,1425643497
548,1923,3.3533024684932893,1000729826
389,785,3.292493746822388,946509305
464,1544,2.7610884467368577,1050439528
608,32,3.8642204684940316,1113319713
213,58299,3.2600377517936803,1228374469
518,2,4.296860470241251,846450065
314,364,3.6555554364071043,1101033255
600,2136,3.0745032079738324,1306107948
164,153,2.7158832625166656,1390767109
546,110,4.402737271232066,938568473
16,7346,2.103195077311565,1465954961
76,2707,3.294041758995181,1143048602
481,1059,3.6824505959633673,1339455255
166,539,2.913279788586169,1111981315
223,3566,3.369155069979976,960919546
453,1269,3.519104583552758,989112182
68,609,3.1417381801105284,854711916
84,5902,3.580467123464454,1156206646
233,1580,3.760701694362542,955086826
522,858,4.745692483058162,1370072258
398,2989,3.5884515321381714,1268904333
402,1215,4.7248930842780394,977458248
359,2054,2.643253016897036,957481256
627,2888,2.9135015459327196,974769117
510,1228,4.076020504933373,939326537
194,2145,3.9441476624620178,971216703
548,6620,3.6091596696839674,1099106625
548,1248,4.042742305514673,974779724
312,2918,3.558559427768163,1077052514
577,435,2.5172874490092916,1005426349
312,4585,3.2190252413092093,1093022303
16,106916,3.0529834775540765,1416120141
389,2639,3.5332102689671054,946528997
263,344,2.0001435643318377,1433900945
599,296,4.226188660999895,1008571588
462,420,1.5390993396464505,1091049709
272,1375,3.423834841171564,1107785121
586,940,4.3411563574881376,975365053
378,1848,3.1146384106988707,1187053762
418,2109,3.9529582608168212,1112587403
453,6385,3.254001390052567,1133735157
286,288,3.2178020580994207,965091512
418,3551,3.8520314842197463,1112672411
106,2762,3.7678081382631246,1086960054
548,804,2.7359673311638772,1145756452
464,3623,2.7644274240436397,1051214702
74,61024,3.63888969398301,1457597334
604,1320,3.530109936962867,868356377
493,1625,3.994529993048537,898107529
453,4326,3.61079682351045,1002940480
581,2699,2.473828501171857,1165292693
233,3468,4.994777926562417,955092512
16,2232,3.2445224151884386,997938466
597,5952,4.122233093657457,1138658336
473,2951,3.954520342712564,944061874
233,520,3.432789753792186,955091901
294,4306,3.9508516181120648,1064617001
24,36535,3.4353266899109087,1148728385
406,2115,3.8216118862947623,1097769338
9,2502,3.9617254905978934,1154464889
323,910,4.089303134264969,974697728
123,1,3.0448877475771794,832773057
381,1682,3.863657540158692,949374401
403,31696,3.0769925079440026,1443394691
359,344,2.661007578757986,957795265
312,2762,3.476994262960468,1076968716
16,1997,2.9320708515984775,997938255
544,1460,4.591524251599421,866932056
221,3702,3.7029568646225917,970595195
158,88163,3.41049346956763,1344509722
233,3296,3.3687763297412636,955085053
510,4979,3.835295157487026,1037842602
503,750,4.475105780985522,861322481
588,2959,4.305334392680464,1111370861
5,2124,4.1042893649450445,949919763
197,2906,2.742159778190535,959224316
606,1033,2.978613615050735,980177649
472,594,3.6438235533719734,1239658699
120,2411,3.0340833185471916,913233296
389,2560,3.8374094949416544,965182512
558,3271,2.785248259481714,1285960574
196,2132,3.4006593322258913,977755058
634,161,3.281238525350924,848518115
312,95,2.7757701261033367,898008040
461,2490,3.768735102279757,1072838804
71,711,3.602368732250423,853954656
26,1409,2.9425371895501184,859625845
34,2891,3.193618947255859,1032859119
190,2995,1.7175404640432548,968093085
469,53322,2.72125164436991,1296197069
231,56715,4.3729858777739565,1424847021
389,3452,3.3116022087978907,965181589
300,51380,0,1344182149
359,3497,3.4166716978110054,957481199
526,2105,3.5799066027141073,1024929048
154,1777,3.8287017009208077,1046739964
514,527,4.450334404181052,843771936
23,555,3.728693283586615,1131663369
57,56174,3.259783099943267,1470350845
296,2081,4.146834693201348,1112545252
655,597,3.872769914905789,1145391843
381,802,3.2885444433824227,949384786
154,4886,4.418688086547344,1046739947
244,552,2.7202933953308492,1094224559
538,1104,3.8779142535429787,879502709
24,3168,3.729316677644302,1148672142
554,102123,3.6044916070882573,1423011755
269,3623,2.859936625279167,1314895144
570,2006,3.584936700779515,965068186
439,1682,4.231259000577427,1472551045
106,458,3.82921745397326,1085640697
221,480,3.629347932118921,970503606
354,4489,2.6384468233954257,1113054646
666,2628,3.495834399939631,1010197561
553,377,2.8857211910290057,843322618
112,4975,3.3508047455663514,1097431446
353,68157,4.1712880927901255,1420521137
545,1680,4.282107889161719,1435790608
208,44,1.1830115303319446,1258439788
24,1263,3.927618652547358,1148778787
565,2616,3.7331327118376665,974839236
391,52,3.403786774259664,867072918
440,4489,2.763621990450989,1041115325
565,2269,2.6967788860914026,974843382
82,31930,0,1307180362
22,1031,3.30193680798651,853852140
511,1230,3.715936696276039,952328805
660,194,3.9243207684324717,834598281
284,7153,3.9752847712716797,1165210601
267,587,3.363941990616066,840703344
413,1760,2.1066156424960827,993092421
510,1186,3.4602150551603166,940015597
201,63113,2.9420894135237345,1438019495
526,788,3.3406099872892683,1024929440
295,1064,3.13406198682944,1047072640
288,95313,0,1470888625
604,442,3.2803460308669914,868356767
294,1717,2.681596891126865,1064615907
346,4370,3.2859057522537154,1106948998
364,1760,1.8238718688448596,942345331
423,377,3.762000560902279,980860586
482,32,4.486247644775164,1437001138
31,6115,2.905397670339073,1043687014
642,64,2.7225021403673857,834802028
625,99992,0,1374953846
613,61024,3.722334873644514,1455642959
275,345,3.439876990294526,1074104302
417,288,3.281081894618083,841446684
397,533,3.1581641737461252,834999054
293,6944,3.691929447467592,1140050749
565,535,4.660862956006484,974712294
244,5388,3.4214222036889708,1100510434
120,1965,3.5988351185508543,945995181
565,324,3.909260892999808,974837128
188,1097,3.8870600878083787,1228072722
461,2405,3.233766130661187,1072838390
458,3285,2.1223654318976424,1471387085
355,165,3.818509076113019,846062521
625,4487,2.18304019166015,1157273661
458,97923,2.8459851894291646,1471386120
510,2302,3.462455777026519,939329252
473,551,3.7397332710843996,958950245
235,2857,3.743881918559948,1213808043
576,911,3.8507129556853856,1012593636
473,930,4.240522214833985,944062114
668,151,3.449781998387069,847271431
431,42738,3.2979609640015024,1148090947
295,4388,3.2404954529717487,1092067676
389,3145,3.6801323704544986,965181775
526,1967,3.5992884242061667,1024929350
125,6942,3.7429706199825437,1147861798
609,1259,4.154646432302664,939462104
403,106920,4.374464574078095,1462947321
39,364,3.980370353111907,1389806534
325,2028,3.747690428550039,1451519698
196,1964,3.1698135067485627,977755058
655,802,3.867158259871812,1145392192
16,1831,0.9177255211925877,1166586439
523,19,2.449636712381824,1391351897
206,58025,2.0258227671407183,1442152400
131,953,3.8148902336516923,1138999770
269,110,3.8708140980958574,1314894053
95,70286,3.421540246489698,1291779687
548,4474,2.3040418319125546,1022678648
